pop1	pop2	fst	gst	Gst	GGst	D	lat1	lon1	lat2	lon2	geog_dist	lat_dist	nat1	nat2	nat_dist
AC	OGM1	0.9595	0.9477	0.9922	0.9960	0.7041	41.317850	1.950016	46.344650	25.617017	1975363.51	-5.026800	native	outgroup	1
AC	OGM2	0.8951	0.8676	0.9531	0.9749	0.3973	41.317850	1.950016	-34.487294	150.835912	17200096.42	6.830556	native	outgroup	1
AC	OGM3	0.9124	0.8852	0.9655	0.9817	0.4646	41.317850	1.950016	-27.510110	153.016902	16972528.94	13.807740	native	outgroup	1
AC	OGM5	0.9281	0.9079	0.9775	0.9882	0.5496	41.317850	1.950016	53.334173	-6.245950	1470311.88	-12.016323	native	outgroup	1
AC	OR_SS	0.1623	0.1120	0.1541	0.2393	0.0063	41.317850	1.950016	59.269244	18.101127	2290886.85	-17.951394	native	native	0
AC	PA	0.1379	0.0960	0.1306	0.2067	0.0044	41.317850	1.950016	42.757399	-0.236718	241545.01	-1.439549	native	native	0
AC	PC	0.1962	0.1379	0.1934	0.2912	0.0104	41.317850	1.950016	38.517701	-121.764322	9488148.17	2.800149	native	non_native	1
AC	PR	0.1170	0.0864	0.1213	0.1912	0.0039	41.317850	1.950016	48.852560	2.350411	837948.03	-7.534710	native	native	0
AC	PTM	0.1262	0.1077	0.1474	0.2303	0.0042	41.317850	1.950016	-31.449057	152.917848	17213150.10	9.868793	native	non_native	1
AC	RO	0.1221	0.0911	0.1277	0.2006	0.0046	41.317850	1.950016	49.287420	-121.669560	8557242.35	-7.969570	native	non_native	1
AC	RO_IS	0.2442	0.1695	0.2372	0.3478	0.0156	41.317850	1.950016	47.184917	27.556861	2135271.54	-5.867067	native	native	0
AC	SA	0.0926	0.0729	0.1027	0.1637	0.0033	41.317850	1.950016	-33.941583	18.873083	8511460.23	7.376267	native	non_native	1
AC	SC	0.1750	0.1190	0.1629	0.2519	0.0071	41.317850	1.950016	53.072270	-8.992320	1543778.56	-11.754420	native	native	0
AC	SI	0.1619	0.1119	0.1540	0.2392	0.0064	41.317850	1.950016	60.236950	21.959783	2511735.10	-18.919100	native	native	0
AC	SW144	0.1335	0.0961	0.1330	0.2090	0.0046	41.317850	1.950016	46.380910	7.067580	696653.44	-5.063060	native	native	0
AC	SW242	0.1181	0.0861	0.1197	0.1895	0.0042	41.317850	1.950016	46.445300	6.931455	695978.65	-5.127450	native	native	0
AC	SW729	0.1277	0.0913	0.1271	0.2002	0.0045	41.317850	1.950016	46.404780	7.061980	698482.46	-5.086930	native	native	0
AC	SW748	0.1368	0.0979	0.1353	0.2123	0.0049	41.317850	1.950016	46.368790	7.122764	698218.67	-5.050940	native	native	0
AC	SW890	0.1189	0.0877	0.1223	0.1931	0.0041	41.317850	1.950016	46.258320	7.084545	686782.90	-4.940470	native	native	0
AC	TK	0.1930	0.1340	0.1856	0.2818	0.0095	41.317850	1.950016	35.660655	139.684929	10456248.64	5.657195	native	non_native	1
AC	TNM	0.1726	0.1170	0.1604	0.2483	0.0069	41.317850	1.950016	55.245560	-7.617440	1700028.63	-13.927710	native	native	0
AC	TO	0.1922	0.1322	0.1830	0.2784	0.0090	41.317850	1.950016	45.064965	7.589508	618945.98	-3.747115	native	native	0
AC	TUE	0.1162	0.0856	0.1188	0.1883	0.0040	41.317850	1.950016	48.539710	9.036808	977373.86	-7.221860	native	native	0
AC	TW	0.1105	0.0835	0.1177	0.1857	0.0041	41.317850	1.950016	-27.581100	151.987840	16896794.68	13.736750	native	non_native	1
AC	UC	0.0799	0.0652	0.0913	0.1470	0.0024	41.317850	1.950016	-35.234303	149.085050	17087717.36	6.083547	native	non_native	1
AC	UPH	0.0838	0.0745	0.1034	0.1656	0.0023	41.317850	1.950016	-32.369456	150.694117	17082114.05	8.948394	native	non_native	1
AC	UR	0.0753	0.0615	0.0862	0.1391	0.0022	41.317850	1.950016	-37.190980	144.383590	16773736.65	4.126870	native	non_native	1
AC	VA	0.1291	0.0979	0.1371	0.2141	0.0054	41.317850	1.950016	37.967365	-78.473958	6653477.37	3.350485	native	non_native	1
AC	WIN	0.1320	0.0953	0.1315	0.2070	0.0047	41.317850	1.950016	51.043200	-1.308180	1109608.24	-9.725350	native	native	0
AC	ZG	0.0855	0.0689	0.0952	0.1536	0.0024	41.317850	1.950016	41.689520	-0.932392	244158.57	-0.371670	native	native	0
ACR	AL1	0.1298	0.0902	0.1268	0.1991	0.0054	39.713150	-123.651770	60.219961	19.540978	8429802.53	-20.506811	non_native	native	1
ACR	ARH	0.1671	0.1126	0.1558	0.2413	0.0075	39.713150	-123.651770	60.665200	6.337380	7989123.92	-20.952050	non_native	native	1
ACR	BG	0.1938	0.1293	0.1773	0.2715	0.0087	39.713150	-123.651770	61.448100	7.480683	7958411.65	-21.734950	non_native	native	1
ACR	BHU	0.1405	0.0961	0.1345	0.2104	0.0054	39.713150	-123.651770	-43.649957	172.456083	11240473.78	-3.936807	non_native	non_native	0
ACR	BI	0.1431	0.0976	0.1364	0.2132	0.0061	39.713150	-123.651770	53.372436	-6.168165	8081676.29	-13.659286	non_native	native	1
ACR	BR	0.1042	0.0763	0.1078	0.1711	0.0039	39.713150	-123.651770	47.999429	-4.346250	8598038.76	-8.286279	non_native	native	1
ACR	CAT	0.2549	0.1697	0.2285	0.3404	0.0123	39.713150	-123.651770	NA	NA	NA	NA	non_native	cultivar	1
ACR	CCT	0.2360	0.1568	0.2129	0.3196	0.0113	39.713150	-123.651770	NA	NA	NA	NA	non_native	cultivar	1
ACR	CDF	0.1427	0.0988	0.1381	0.2156	0.0058	39.713150	-123.651770	51.899611	-8.485889	8081613.61	-12.186461	non_native	native	1
ACR	CH	0.1179	0.0907	0.1277	0.2003	0.0048	39.713150	-123.651770	52.144308	-8.948419	8039823.37	-12.431158	non_native	native	1
ACR	CTP	0.2393	0.1584	0.2154	0.3227	0.0115	39.713150	-123.651770	NA	NA	NA	NA	non_native	cultivar	1
ACR	DP	0.0926	0.0726	0.1028	0.1635	0.0032	39.713150	-123.651770	-27.498370	153.026020	11380387.02	12.214780	non_native	non_native	0
ACR	EE	0.1394	0.0997	0.1399	0.2178	0.0059	39.713150	-123.651770	58.717116	23.771596	8687071.82	-19.003966	non_native	native	1
ACR	EL	0.0873	0.0699	0.1002	0.1590	0.0032	39.713150	-123.651770	58.259717	26.351250	8794894.58	-18.546567	non_native	native	1
ACR	FT	0.1158	0.0832	0.1175	0.1853	0.0044	39.713150	-123.651770	55.619365	10.295065	8579392.17	-15.906215	non_native	native	1
ACR	GB	0.0299	0.0424	0.0607	0.0990	0.0009	39.713150	-123.651770	35.229100	-83.390250	3565947.80	4.484050	non_native	non_native	0
ACR	GH	0.0383	0.0437	0.0628	0.1021	0.0012	39.713150	-123.651770	43.534722	-80.211667	3603567.79	-3.821572	non_native	non_native	0
ACR	GR2	0.3005	0.2248	0.3073	0.4345	0.0198	39.713150	-123.651770	39.574084	21.766271	10549402.63	0.139066	non_native	native	1
ACR	GR3	0.2702	0.1984	0.2741	0.3943	0.0169	39.713150	-123.651770	39.748025	21.207248	10510929.94	-0.034875	non_native	native	1
ACR	GR4	0.3225	0.2084	0.2892	0.4118	0.0213	39.713150	-123.651770	38.324317	21.879305	10678457.23	1.388833	non_native	native	1
ACR	HAS	0.0530	0.0552	0.0786	0.1268	0.0016	39.713150	-123.651770	36.378650	-121.567240	412845.21	3.334500	non_native	non_native	0
ACR	HR	0.1863	0.1367	0.1930	0.2900	0.0095	39.713150	-123.651770	46.344650	25.617017	9995617.77	-6.631500	non_native	native	1
ACR	HU	0.1470	0.1083	0.1537	0.2364	0.0070	39.713150	-123.651770	46.749300	17.237340	9672626.28	-7.036150	non_native	native	1
ACR	HV	0.0574	0.0517	0.0736	0.1191	0.0016	39.713150	-123.651770	42.485660	-71.568700	4317050.82	-2.772510	non_native	non_native	0
ACR	IO	0.1503	0.1020	0.1423	0.2217	0.0065	39.713150	-123.651770	53.008050	-9.314440	7956540.12	-13.294900	non_native	native	1
ACR	JE	0.1146	0.0823	0.1156	0.1829	0.0043	39.713150	-123.651770	50.951920	11.622820	9059972.61	-11.238770	non_native	native	1
ACR	JR	0.0257	0.0383	0.0554	0.0902	0.0008	39.713150	-123.651770	37.408000	-122.227500	284399.08	2.305150	non_native	non_native	0
ACR	KM	0.1222	0.0887	0.1264	0.1975	0.0053	39.713150	-123.651770	57.734930	26.533140	8852908.22	-18.021780	non_native	native	1
ACR	LK1	0.1332	0.0944	0.1319	0.2068	0.0056	39.713150	-123.651770	53.192433	-1.762361	8300728.26	-13.479283	non_native	native	1
ACR	MN	0.1169	0.0837	0.1183	0.1864	0.0046	39.713150	-123.651770	53.379820	-2.216060	8264864.84	-13.666670	non_native	native	1
ACR	MTA	0.0911	0.0711	0.1008	0.1605	0.0032	39.713150	-123.651770	-34.070356	150.767857	11993597.77	5.642794	non_native	non_native	0
ACR	NRM	0.0811	0.0666	0.0945	0.1510	0.0028	39.713150	-123.651770	35.524350	-121.073780	517568.42	4.188800	non_native	non_native	0
ACR	OGC1	0.4733	0.4596	0.5726	0.7072	0.0503	39.713150	-123.651770	41.611100	1.810600	9452489.16	-1.897950	non_native	outgroup	1
ACR	OGM1	0.9544	0.9409	0.9911	0.9954	0.6977	39.713150	-123.651770	46.344650	25.617017	9995617.77	-6.631500	non_native	outgroup	1
ACR	OGM2	0.8836	0.8549	0.9489	0.9725	0.3965	39.713150	-123.651770	-34.487294	150.835912	12015751.81	5.225856	non_native	outgroup	1
ACR	OGM3	0.8965	0.8683	0.9608	0.9790	0.4639	39.713150	-123.651770	-27.510110	153.016902	11381900.80	12.203040	non_native	outgroup	1
ACR	OGM5	0.9227	0.9007	0.9760	0.9874	0.5471	39.713150	-123.651770	53.334173	-6.245950	8080945.78	-13.621023	non_native	outgroup	1
ACR	OR_SS	0.1412	0.0974	0.1365	0.2131	0.0058	39.713150	-123.651770	59.269244	18.101127	8483459.44	-19.556094	non_native	native	1
ACR	PA	0.1511	0.1026	0.1423	0.2221	0.0059	39.713150	-123.651770	42.757399	-0.236718	9246567.38	-3.044249	non_native	native	1
ACR	PC	0.1277	0.0973	0.1392	0.2155	0.0059	39.713150	-123.651770	38.517701	-121.764322	210371.00	1.195449	non_native	non_native	0
ACR	PR	0.0569	0.0542	0.0775	0.1249	0.0017	39.713150	-123.651770	48.852560	2.350411	8854338.78	-9.139410	non_native	native	1
ACR	PTM	0.0923	0.0899	0.1255	0.1976	0.0033	39.713150	-123.651770	-31.449057	152.917848	11658089.61	8.264093	non_native	non_native	0
ACR	RO	0.0305	0.0418	0.0598	0.0975	0.0009	39.713150	-123.651770	49.287420	-121.669560	1075422.97	-9.574270	non_native	non_native	0
ACR	RO_IS	0.1807	0.1304	0.1859	0.2798	0.0103	39.713150	-123.651770	47.184917	27.556861	9965799.74	-7.471767	non_native	native	1
ACR	SA	0.0405	0.0450	0.0647	0.1049	0.0013	39.713150	-123.651770	-33.941583	18.873083	16645136.81	5.771567	non_native	non_native	0
ACR	SC	0.1573	0.1067	0.1489	0.2310	0.0072	39.713150	-123.651770	53.072270	-8.992320	7967665.74	-13.359120	non_native	native	1
ACR	SI	0.1456	0.1011	0.1419	0.2207	0.0062	39.713150	-123.651770	60.236950	21.959783	8489958.57	-20.523800	non_native	native	1
ACR	SW144	0.0967	0.0757	0.1068	0.1696	0.0034	39.713150	-123.651770	46.380910	7.067580	9288231.97	-6.667760	non_native	native	1
ACR	SW242	0.0862	0.0674	0.0956	0.1527	0.0031	39.713150	-123.651770	46.445300	6.931455	9276292.53	-6.732150	non_native	native	1
ACR	SW729	0.0924	0.0713	0.1011	0.1609	0.0034	39.713150	-123.651770	46.404780	7.061980	9285830.43	-6.691630	non_native	native	1
ACR	SW748	0.1005	0.0772	0.1087	0.1726	0.0036	39.713150	-123.651770	46.368790	7.122764	9291812.70	-6.655640	non_native	native	1
ACR	SW890	0.0784	0.0648	0.0920	0.1473	0.0027	39.713150	-123.651770	46.258320	7.084545	9300035.83	-6.545170	non_native	native	1
ACR	TK	0.0826	0.0710	0.1002	0.1598	0.0026	39.713150	-123.651770	35.660655	139.684929	8085271.76	4.052495	non_native	non_native	0
ACR	TNM	0.1515	0.1032	0.1443	0.2244	0.0066	39.713150	-123.651770	55.245560	-7.617440	7869547.00	-15.532410	non_native	native	1
ACR	TO	0.0727	0.0651	0.0918	0.1473	0.0023	39.713150	-123.651770	45.064965	7.589508	9430716.85	-5.351815	non_native	native	1
ACR	TUE	0.0922	0.0719	0.1016	0.1618	0.0033	39.713150	-123.651770	48.539710	9.036808	9178321.22	-8.826560	non_native	native	1
ACR	TW	0.0480	0.0488	0.0701	0.1133	0.0015	39.713150	-123.651770	-27.581100	151.987840	11466666.12	12.132050	non_native	non_native	0
ACR	UC	0.0654	0.0557	0.0796	0.1282	0.0021	39.713150	-123.651770	-35.234303	149.085050	12194190.02	4.478847	non_native	non_native	0
ACR	UPH	0.0777	0.0710	0.1004	0.1600	0.0026	39.713150	-123.651770	-32.369456	150.694117	11887458.40	7.343694	non_native	non_native	0
ACR	UR	0.0715	0.0584	0.0833	0.1339	0.0024	39.713150	-123.651770	-37.190980	144.383590	12666183.59	2.522170	non_native	non_native	0
ACR	VA	0.0293	0.0441	0.0629	0.1025	0.0010	39.713150	-123.651770	37.967365	-78.473958	3885368.46	1.745785	non_native	non_native	0
ACR	WIN	0.1120	0.0825	0.1161	0.1835	0.0043	39.713150	-123.651770	51.043200	-1.308180	8498530.37	-11.330050	non_native	native	1
ACR	ZG	0.1156	0.0836	0.1177	0.1858	0.0046	39.713150	-123.651770	41.689520	-0.932392	9299558.78	-1.976370	non_native	native	1
AL1	ARH	0.1051	0.0753	0.1024	0.1653	0.0029	60.219961	19.540978	60.665200	6.337380	727354.74	-0.445239	native	native	0
AL1	BG	0.1321	0.0914	0.1231	0.1965	0.0038	60.219961	19.540978	61.448100	7.480683	669041.53	-1.228139	native	native	0
AL1	BHU	0.1444	0.0964	0.1324	0.2086	0.0050	60.219961	19.540978	-43.649957	172.456083	17423960.09	16.570004	native	non_native	1
AL1	BI	0.1312	0.0891	0.1223	0.1941	0.0043	60.219961	19.540978	53.372436	-6.168165	1731133.93	6.847525	native	native	0
AL1	BR	0.1038	0.0737	0.1023	0.1639	0.0032	60.219961	19.540978	47.999429	-4.346250	2050726.56	12.220532	native	native	0
AL1	CAT	0.2539	0.1687	0.2233	0.3354	0.0105	60.219961	19.540978	NA	NA	NA	NA	native	cultivar	1
AL1	CCT	0.2330	0.1529	0.2039	0.3094	0.0095	60.219961	19.540978	NA	NA	NA	NA	native	cultivar	1
AL1	CDF	0.1272	0.0879	0.1206	0.1916	0.0041	60.219961	19.540978	51.899611	-8.485889	1955532.90	8.320350	native	native	0
AL1	CH	0.1081	0.0808	0.1116	0.1780	0.0031	60.219961	19.540978	52.144308	-8.948419	1963230.15	8.075653	native	native	0
AL1	CTP	0.2372	0.1556	0.2078	0.3145	0.0099	60.219961	19.540978	NA	NA	NA	NA	native	cultivar	1
AL1	DP	0.1479	0.1000	0.1390	0.2172	0.0058	60.219961	19.540978	-27.498370	153.026020	14974020.86	32.721591	native	non_native	1
AL1	EE	0.0691	0.0581	0.0801	0.1306	0.0016	60.219961	19.540978	58.717116	23.771596	292411.05	1.502845	native	native	0
AL1	EL	0.0736	0.0593	0.0835	0.1347	0.0021	60.219961	19.540978	58.259717	26.351250	445532.92	1.960244	native	native	0
AL1	FT	0.0445	0.0429	0.0594	0.0981	0.0010	60.219961	19.540978	55.619365	10.295065	748965.16	4.600596	native	native	0
AL1	GB	0.1373	0.0956	0.1343	0.2098	0.0058	60.219961	19.540978	35.229100	-83.390250	7334730.35	24.990861	native	non_native	1
AL1	GH	0.1156	0.0813	0.1145	0.1810	0.0045	60.219961	19.540978	43.534722	-80.211667	6415941.49	16.685239	native	non_native	1
AL1	GR2	0.3827	0.2753	0.3692	0.5054	0.0283	60.219961	19.540978	39.574084	21.766271	2301581.50	20.645877	native	native	0
AL1	GR3	0.3471	0.2433	0.3299	0.4611	0.0242	60.219961	19.540978	39.748025	21.207248	2279984.55	20.471936	native	native	0
AL1	GR4	0.3912	0.2570	0.3504	0.4832	0.0304	60.219961	19.540978	38.324317	21.879305	2440651.77	21.895644	native	native	0
AL1	HAS	0.1743	0.1173	0.1639	0.2517	0.0082	60.219961	19.540978	36.378650	-121.567240	8724060.49	23.841311	native	non_native	1
AL1	HR	0.2349	0.1593	0.2206	0.3277	0.0117	60.219961	19.540978	46.344650	25.617017	1594830.38	13.875311	native	native	0
AL1	HU	0.2133	0.1428	0.1990	0.2990	0.0113	60.219961	19.540978	46.749300	17.237340	1506748.23	13.470661	native	native	0
AL1	HV	0.1193	0.0822	0.1149	0.1821	0.0043	60.219961	19.540978	42.485660	-71.568700	6089774.01	17.734301	native	non_native	1
AL1	IO	0.1306	0.0892	0.1223	0.1942	0.0044	60.219961	19.540978	53.008050	-9.314440	1924841.34	7.211911	native	native	0
AL1	JE	0.0792	0.0607	0.0838	0.1362	0.0020	60.219961	19.540978	50.951920	11.622820	1144423.25	9.268041	native	native	0
AL1	JR	0.0864	0.0658	0.0934	0.1494	0.0029	60.219961	19.540978	37.408000	-122.227500	8634359.02	22.811961	native	non_native	1
AL1	KM	0.0916	0.0691	0.0966	0.1550	0.0028	60.219961	19.540978	57.734930	26.533140	487813.18	2.485031	native	native	0
AL1	LK1	0.1190	0.0841	0.1153	0.1839	0.0038	60.219961	19.540978	53.192433	-1.762361	1511394.13	7.027528	native	native	0
AL1	MN	0.0985	0.0709	0.0985	0.1582	0.0029	60.219961	19.540978	53.379820	-2.216060	1521709.93	6.840141	native	native	0
AL1	MTA	0.1160	0.0816	0.1134	0.1803	0.0039	60.219961	19.540978	-34.070356	150.767857	15471166.16	26.149605	native	non_native	1
AL1	NRM	0.1323	0.0908	0.1265	0.1992	0.0049	60.219961	19.540978	35.524350	-121.073780	8799624.88	24.695611	native	non_native	1
AL1	OGC1	0.5292	0.5018	0.6122	0.7418	0.0559	60.219961	19.540978	41.611100	1.810600	2399243.68	18.608861	native	outgroup	1
AL1	OGM1	0.9615	0.9497	0.9925	0.9962	0.7062	60.219961	19.540978	46.344650	25.617017	1594830.38	13.875311	native	outgroup	1
AL1	OGM2	0.8921	0.8645	0.9518	0.9741	0.3940	60.219961	19.540978	-34.487294	150.835912	15512632.39	25.732667	native	outgroup	1
AL1	OGM3	0.9112	0.8847	0.9656	0.9817	0.4696	60.219961	19.540978	-27.510110	153.016902	14974684.57	32.709851	native	outgroup	1
AL1	OGM5	0.9320	0.9106	0.9781	0.9885	0.5458	60.219961	19.540978	53.334173	-6.245950	1737829.70	6.885788	native	outgroup	1
AL1	OR_SS	0.0410	0.0420	0.0579	0.0959	0.0008	60.219961	19.540978	59.269244	18.101127	133310.27	0.950717	native	native	0
AL1	PA	0.1400	0.0942	0.1282	0.2033	0.0046	60.219961	19.540978	42.757399	-0.236718	2359202.94	17.462562	native	native	0
AL1	PC	0.2067	0.1385	0.1943	0.2923	0.0111	60.219961	19.540978	38.517701	-121.764322	8504637.47	21.702260	native	non_native	1
AL1	PR	0.1378	0.0935	0.1313	0.2056	0.0054	60.219961	19.540978	48.852560	2.350411	1674820.43	11.367401	native	native	0
AL1	PTM	0.1452	0.1120	0.1534	0.2387	0.0051	60.219961	19.540978	-31.449057	152.917848	15341634.42	28.770904	native	non_native	1
AL1	RO	0.1245	0.0873	0.1224	0.1928	0.0049	60.219961	19.540978	49.287420	-121.669560	7372157.29	10.932541	native	non_native	1
AL1	RO_IS	0.2516	0.1677	0.2348	0.3447	0.0158	60.219961	19.540978	47.184917	27.556861	1541666.30	13.035044	native	native	0
AL1	SA	0.1202	0.0837	0.1181	0.1863	0.0048	60.219961	19.540978	-33.941583	18.873083	10435941.35	26.278378	native	non_native	1
AL1	SC	0.1336	0.0919	0.1259	0.1995	0.0045	60.219961	19.540978	53.072270	-8.992320	1903164.37	7.147691	native	native	0
AL1	SI	0.0498	0.0467	0.0642	0.1060	0.0011	60.219961	19.540978	60.236950	21.959783	134043.54	-0.016989	native	native	0
AL1	SW144	0.1002	0.0740	0.1025	0.1643	0.0031	60.219961	19.540978	46.380910	7.067580	1743636.34	13.839051	native	native	0
AL1	SW242	0.0982	0.0712	0.0991	0.1590	0.0031	60.219961	19.540978	46.445300	6.931455	1741272.69	13.774661	native	native	0
AL1	SW729	0.0951	0.0696	0.0969	0.1557	0.0029	60.219961	19.540978	46.404780	7.061980	1741374.67	13.815181	native	native	0
AL1	SW748	0.1029	0.0752	0.1039	0.1666	0.0030	60.219961	19.540978	46.368790	7.122764	1743184.82	13.851171	native	native	0
AL1	SW890	0.0924	0.0693	0.0967	0.1552	0.0027	60.219961	19.540978	46.258320	7.084545	1755626.47	13.961641	native	native	0
AL1	TK	0.2128	0.1413	0.1958	0.2954	0.0113	60.219961	19.540978	35.660655	139.684929	8064212.33	24.559306	native	non_native	1
AL1	TNM	0.1280	0.0883	0.1213	0.1926	0.0043	60.219961	19.540978	55.245560	-7.617440	1695740.17	4.974401	native	native	0
AL1	TO	0.2083	0.1378	0.1909	0.2889	0.0105	60.219961	19.540978	45.064965	7.589508	1863703.47	15.154996	native	native	0
AL1	TUE	0.0737	0.0583	0.0809	0.1316	0.0019	60.219961	19.540978	48.539710	9.036808	1464331.77	11.680251	native	native	0
AL1	TW	0.1388	0.0948	0.1336	0.2086	0.0061	60.219961	19.540978	-27.581100	151.987840	14929602.22	32.638861	native	non_native	1
AL1	UC	0.0980	0.0706	0.0989	0.1583	0.0033	60.219961	19.540978	-35.234303	149.085050	15486773.14	24.985658	native	non_native	1
AL1	UPH	0.1232	0.0910	0.1264	0.1992	0.0041	60.219961	19.540978	-32.369456	150.694117	15311569.32	27.850505	native	non_native	1
AL1	UR	0.0882	0.0645	0.0903	0.1454	0.0027	60.219961	19.540978	-37.190980	144.383590	15404785.19	23.028981	native	non_native	1
AL1	VA	0.1248	0.0898	0.1257	0.1978	0.0049	60.219961	19.540978	37.967365	-78.473958	6840075.87	22.252596	native	non_native	1
AL1	WIN	0.0983	0.0721	0.0995	0.1601	0.0030	60.219961	19.540978	51.043200	-1.308180	1651670.79	9.176761	native	native	0
AL1	ZG	0.1361	0.0925	0.1278	0.2017	0.0050	60.219961	19.540978	41.689520	-0.932392	2490937.20	18.530441	native	native	0
ARH	BG	0.1041	0.0769	0.1020	0.1661	0.0024	60.665200	6.337380	61.448100	7.480683	106878.54	-0.782900	native	native	0
ARH	BHU	0.1705	0.1121	0.1517	0.2372	0.0060	60.665200	6.337380	-43.649957	172.456083	17898085.39	17.015243	native	non_native	1
ARH	BI	0.1238	0.0859	0.1162	0.1861	0.0035	60.665200	6.337380	53.372436	-6.168165	1108418.63	7.292764	native	native	0
ARH	BR	0.1227	0.0853	0.1166	0.1860	0.0037	60.665200	6.337380	47.999429	-4.346250	1567233.46	12.665771	native	native	0
ARH	CAT	0.2756	0.1823	0.2376	0.3551	0.0108	60.665200	6.337380	NA	NA	NA	NA	native	cultivar	1
